Machine Name,Unidad_1
Point Name,77RP-11
Comp,
Y-Axis Unit,rpm 
Speed Unit,rpm
Variable,Speed
X-Axis Value,Y-Axis Value,Y-Axis Status,Phase,Phase Status,Speed,Speed Status
8/27/2020 5:33:51 AM,104.5,Valid,,,,
8/27/2020 5:33:52 AM,114.5,Valid,,,,
8/27/2020 5:33:52 AM,114.5,Valid,,,,
8/27/2020 5:33:53 AM,123.8,Valid,,,,
8/27/2020 5:33:54 AM,136.7,Valid,,,,
8/27/2020 5:33:55 AM,144.7,Valid,,,,
8/27/2020 5:33:56 AM,155.8,Valid,,,,
8/27/2020 5:33:57 AM,166.2,Valid,,,,
8/27/2020 5:33:58 AM,175.9,Valid,,,,
8/27/2020 5:34:00 AM,188,Valid,,,,
8/27/2020 5:34:01 AM,196.5,Valid,,,,
8/27/2020 5:34:02 AM,207.4,Valid,,,,
8/27/2020 5:34:03 AM,217.6,Valid,,,,
8/27/2020 5:34:04 AM,227.3,Valid,,,,
8/27/2020 5:34:05 AM,236.7,Valid,,,,
8/27/2020 5:34:06 AM,247.8,Valid,,,,
8/27/2020 5:34:07 AM,256.3,Valid,,,,
8/27/2020 5:34:08 AM,266.5,Valid,,,,
8/27/2020 5:34:09 AM,276.3,Valid,,,,
8/27/2020 5:34:11 AM,287.6,Valid,,,,
8/27/2020 5:34:12 AM,296.6,Valid,,,,
8/27/2020 5:34:13 AM,307.1,Valid,,,,
8/27/2020 5:34:14 AM,317.1,Valid,,,,
8/27/2020 5:34:15 AM,326.8,Valid,,,,
8/27/2020 5:34:16 AM,337.8,Valid,,,,
8/27/2020 5:34:17 AM,346.8,Valid,,,,
8/27/2020 5:34:19 AM,357.1,Valid,,,,
8/27/2020 5:34:20 AM,366.9,Valid,,,,
8/27/2020 5:34:21 AM,377.9,Valid,,,,
8/27/2020 5:34:22 AM,387.2,Valid,,,,
8/27/2020 5:34:23 AM,397.4,Valid,,,,
8/27/2020 5:34:25 AM,407.4,Valid,,,,
8/27/2020 5:34:26 AM,417.1,Valid,,,,
8/27/2020 5:34:27 AM,427.7,Valid,,,,
8/27/2020 5:34:28 AM,437.9,Valid,,,,
8/27/2020 5:34:30 AM,447.9,Valid,,,,
8/27/2020 5:34:31 AM,457.6,Valid,,,,
8/27/2020 5:34:32 AM,467.1,Valid,,,,
8/27/2020 5:34:33 AM,477.3,Valid,,,,
8/27/2020 5:34:34 AM,487.2,Valid,,,,
8/27/2020 5:34:36 AM,497.8,Valid,,,,
8/27/2020 5:34:37 AM,507.2,Valid,,,,
8/27/2020 5:34:38 AM,517.2,Valid,,,,
8/27/2020 5:34:40 AM,527.9,Valid,,,,
8/27/2020 5:34:41 AM,537.4,Valid,,,,
8/27/2020 5:34:42 AM,547.5,Valid,,,,
8/27/2020 5:34:43 AM,557.4,Valid,,,,
8/27/2020 5:34:45 AM,567.8,Valid,,,,
8/27/2020 5:34:46 AM,578,Valid,,,,
8/27/2020 5:34:48 AM,587.9,Valid,,,,
8/27/2020 5:34:49 AM,597.5,Valid,,,,
8/27/2020 5:34:50 AM,607.5,Valid,,,,
8/27/2020 5:34:52 AM,618.3,Valid,,,,
8/27/2020 5:34:53 AM,628.2,Valid,,,,
8/27/2020 5:34:55 AM,637.7,Valid,,,,
8/27/2020 5:34:55 AM,639.7,Valid,,,,
8/27/2020 5:34:57 AM,648,Valid,,,,
8/27/2020 5:34:59 AM,658,Valid,,,,
8/27/2020 5:35:02 AM,667.9,Valid,,,,
8/27/2020 5:35:05 AM,678.1,Valid,,,,
8/27/2020 5:35:05 AM,678.3,Valid,,,,
8/27/2020 5:35:10 AM,687.9,Valid,,,,
8/27/2020 5:35:20 AM,698.1,Valid,,,,
8/27/2020 5:35:48 AM,704.5,Valid,,,,
8/27/2020 5:47:15 AM,693.1,Valid,,,,
8/27/2020 5:47:17 AM,688.2,Valid,,,,
8/27/2020 5:47:21 AM,678,Valid,,,,
8/27/2020 5:47:24 AM,668,Valid,,,,
8/27/2020 5:47:28 AM,658.1,Valid,,,,
8/27/2020 5:47:31 AM,648.4,Valid,,,,
8/27/2020 5:47:35 AM,638.2,Valid,,,,
8/27/2020 5:47:39 AM,628.2,Valid,,,,
8/27/2020 5:47:43 AM,618.3,Valid,,,,
8/27/2020 5:47:48 AM,608.1,Valid,,,,
8/27/2020 5:47:52 AM,598.2,Valid,,,,
8/27/2020 5:47:56 AM,588.2,Valid,,,,
8/27/2020 5:48:01 AM,578.2,Valid,,,,
8/27/2020 5:48:06 AM,568.2,Valid,,,,
8/27/2020 5:48:11 AM,558.2,Valid,,,,
8/27/2020 5:48:16 AM,548.3,Valid,,,,
8/27/2020 5:48:21 AM,538.3,Valid,,,,
8/27/2020 5:48:26 AM,528.3,Valid,,,,
8/27/2020 5:48:32 AM,518.2,Valid,,,,
8/27/2020 5:48:38 AM,508.2,Valid,,,,
8/27/2020 5:48:44 AM,498.2,Valid,,,,
8/27/2020 5:48:50 AM,488.4,Valid,,,,
8/27/2020 5:48:56 AM,478.2,Valid,,,,
8/27/2020 5:49:03 AM,468.3,Valid,,,,
8/27/2020 5:49:10 AM,458.3,Valid,,,,
8/27/2020 5:49:17 AM,448.3,Valid,,,,
8/27/2020 5:49:24 AM,438.2,Valid,,,,
8/27/2020 5:49:32 AM,428.3,Valid,,,,
8/27/2020 5:49:40 AM,418.2,Valid,,,,
8/27/2020 5:49:48 AM,408.3,Valid,,,,
8/27/2020 5:49:56 AM,398.8,Valid,,,,
8/27/2020 5:50:04 AM,416.8,Valid,,,,
8/27/2020 5:50:05 AM,417.8,Valid,,,,
8/27/2020 5:50:11 AM,427.9,Valid,,,,
8/27/2020 5:50:43 AM,437.8,Valid,,,,
8/27/2020 5:50:45 AM,448,Valid,,,,
8/27/2020 5:50:46 AM,457,Valid,,,,
8/27/2020 5:50:47 AM,467,Valid,,,,
8/27/2020 5:50:48 AM,477.8,Valid,,,,
8/27/2020 5:50:49 AM,487.2,Valid,,,,
8/27/2020 5:50:51 AM,497.5,Valid,,,,
8/27/2020 5:50:52 AM,506.5,Valid,,,,
8/27/2020 5:50:53 AM,517.3,Valid,,,,
8/27/2020 5:50:54 AM,527.8,Valid,,,,
8/27/2020 5:50:55 AM,537.1,Valid,,,,
8/27/2020 5:50:57 AM,548,Valid,,,,
8/27/2020 5:50:58 AM,557.8,Valid,,,,
8/27/2020 5:50:59 AM,567.3,Valid,,,,
8/27/2020 5:51:00 AM,577.5,Valid,,,,
8/27/2020 5:51:02 AM,587.4,Valid,,,,
8/27/2020 5:51:03 AM,597.9,Valid,,,,
8/27/2020 5:51:04 AM,608.1,Valid,,,,
8/27/2020 5:51:05 AM,617.4,Valid,,,,
8/27/2020 5:51:07 AM,627.9,Valid,,,,
8/27/2020 5:51:08 AM,638.2,Valid,,,,
8/27/2020 5:51:09 AM,648.3,Valid,,,,
8/27/2020 5:51:11 AM,658.2,Valid,,,,
8/27/2020 5:51:12 AM,667.9,Valid,,,,
8/27/2020 5:51:13 AM,677.4,Valid,,,,
8/27/2020 5:51:14 AM,687.4,Valid,,,,
8/27/2020 5:51:16 AM,698.4,Valid,,,,
8/27/2020 5:51:17 AM,708.6,Valid,,,,
8/27/2020 5:51:18 AM,718,Valid,,,,
8/27/2020 5:51:20 AM,728.4,Valid,,,,
8/27/2020 5:51:21 AM,738,Valid,,,,
8/27/2020 5:51:23 AM,748.6,Valid,,,,
8/27/2020 5:51:24 AM,757.8,Valid,,,,
8/27/2020 5:51:25 AM,767.5,Valid,,,,
8/27/2020 5:51:27 AM,778,Valid,,,,
8/27/2020 5:51:28 AM,787.2,Valid,,,,
8/27/2020 5:51:30 AM,798.4,Valid,,,,
8/27/2020 5:51:31 AM,808,Valid,,,,
8/27/2020 5:51:32 AM,817.6,Valid,,,,
8/27/2020 5:51:34 AM,828.1,Valid,,,,
8/27/2020 5:51:35 AM,838.5,Valid,,,,
8/27/2020 5:51:36 AM,847.3,Valid,,,,
8/27/2020 5:51:38 AM,858.1,Valid,,,,
8/27/2020 5:51:39 AM,868.3,Valid,,,,
8/27/2020 5:51:41 AM,878.4,Valid,,,,
8/27/2020 5:51:42 AM,888.5,Valid,,,,
8/27/2020 5:51:43 AM,898,Valid,,,,
8/27/2020 5:51:45 AM,907.8,Valid,,,,
8/27/2020 5:51:46 AM,918,Valid,,,,
8/27/2020 5:51:47 AM,928.5,Valid,,,,
8/27/2020 5:51:49 AM,937.8,Valid,,,,
8/27/2020 5:51:50 AM,947.4,Valid,,,,
8/27/2020 5:51:51 AM,956.8,Valid,,,,
8/27/2020 5:51:53 AM,968.1,Valid,,,,
8/27/2020 5:51:54 AM,978.3,Valid,,,,
8/27/2020 5:51:56 AM,987.8,Valid,,,,
8/27/2020 5:51:57 AM,997.9,Valid,,,,
8/27/2020 5:51:59 AM,1008.3,Valid,,,,
8/27/2020 5:52:00 AM,1018,Valid,,,,
8/27/2020 5:52:02 AM,1028.2,Valid,,,,
8/27/2020 5:52:04 AM,1037.8,Valid,,,,
8/27/2020 5:52:05 AM,1047.6,Valid,,,,
8/27/2020 5:52:07 AM,1057.7,Valid,,,,
8/27/2020 5:52:08 AM,1068,Valid,,,,
8/27/2020 5:52:10 AM,1078,Valid,,,,
8/27/2020 5:52:12 AM,1087.8,Valid,,,,
8/27/2020 5:52:13 AM,1097.4,Valid,,,,
8/27/2020 5:52:15 AM,1107.7,Valid,,,,
8/27/2020 5:52:17 AM,1118.3,Valid,,,,
8/27/2020 5:52:19 AM,1127.5,Valid,,,,
8/27/2020 5:52:21 AM,1137.9,Valid,,,,
8/27/2020 5:52:23 AM,1148,Valid,,,,
8/27/2020 5:52:24 AM,1157.9,Valid,,,,
8/27/2020 5:52:26 AM,1168.3,Valid,,,,
8/27/2020 5:52:28 AM,1177.9,Valid,,,,
8/27/2020 5:52:30 AM,1188.2,Valid,,,,
8/27/2020 5:52:32 AM,1198.1,Valid,,,,
8/27/2020 5:52:34 AM,1207.7,Valid,,,,
8/27/2020 5:52:37 AM,1217.7,Valid,,,,
8/27/2020 5:52:39 AM,1227.8,Valid,,,,
8/27/2020 5:52:41 AM,1237.9,Valid,,,,
8/27/2020 5:52:43 AM,1248.1,Valid,,,,
8/27/2020 5:52:46 AM,1257.8,Valid,,,,
8/27/2020 5:52:48 AM,1268,Valid,,,,
8/27/2020 5:52:50 AM,1278.1,Valid,,,,
8/27/2020 5:52:53 AM,1288.1,Valid,,,,
8/27/2020 5:52:55 AM,1298,Valid,,,,
8/27/2020 5:52:58 AM,1308.4,Valid,,,,
8/27/2020 5:53:01 AM,1318,Valid,,,,
8/27/2020 5:53:03 AM,1328.3,Valid,,,,
8/27/2020 5:53:06 AM,1338,Valid,,,,
8/27/2020 5:53:09 AM,1348.2,Valid,,,,
8/27/2020 5:53:12 AM,1357.6,Valid,,,,
8/27/2020 5:53:15 AM,1368.1,Valid,,,,
8/27/2020 5:53:18 AM,1378,Valid,,,,
8/27/2020 5:53:21 AM,1388.1,Valid,,,,
8/27/2020 5:53:24 AM,1398.1,Valid,,,,
8/27/2020 5:53:28 AM,1408,Valid,,,,
8/27/2020 5:53:31 AM,1418.1,Valid,,,,
8/27/2020 5:53:35 AM,1428,Valid,,,,
8/27/2020 5:53:38 AM,1438.2,Valid,,,,
8/27/2020 5:53:42 AM,1447.9,Valid,,,,
8/27/2020 5:53:45 AM,1457.8,Valid,,,,
8/27/2020 5:53:49 AM,1467.8,Valid,,,,
8/27/2020 5:53:52 AM,1478,Valid,,,,
8/27/2020 5:53:56 AM,1488,Valid,,,,
8/27/2020 5:53:59 AM,1498.1,Valid,,,,
8/27/2020 5:54:03 AM,1508.2,Valid,,,,
8/27/2020 5:54:06 AM,1518.2,Valid,,,,
8/27/2020 5:54:09 AM,1527.9,Valid,,,,
8/27/2020 5:54:13 AM,1538.1,Valid,,,,
8/27/2020 5:54:16 AM,1548.2,Valid,,,,
8/27/2020 5:54:20 AM,1558,Valid,,,,
8/27/2020 5:54:23 AM,1568.1,Valid,,,,
8/27/2020 5:54:26 AM,1578,Valid,,,,
8/27/2020 5:54:30 AM,1587.7,Valid,,,,
8/27/2020 5:54:33 AM,1598.1,Valid,,,,
8/27/2020 5:54:36 AM,1607.8,Valid,,,,
8/27/2020 5:54:40 AM,1618,Valid,,,,
8/27/2020 5:54:43 AM,1628,Valid,,,,
8/27/2020 5:54:46 AM,1638,Valid,,,,
8/27/2020 5:54:50 AM,1648,Valid,,,,
8/27/2020 5:54:53 AM,1658,Valid,,,,
8/27/2020 5:54:56 AM,1667.9,Valid,,,,
8/27/2020 5:54:59 AM,1676,Valid,,,,
8/27/2020 5:54:59 AM,1677.6,Valid,,,,
8/27/2020 5:55:02 AM,1688,Valid,,,,
8/27/2020 5:55:06 AM,1698.1,Valid,,,,
8/27/2020 5:55:08 AM,1704,Valid,,,,
8/27/2020 5:55:09 AM,1707.9,Valid,,,,
8/27/2020 5:55:12 AM,1717.9,Valid,,,,
8/27/2020 5:55:15 AM,1727.7,Valid,,,,
8/27/2020 5:55:18 AM,1738,Valid,,,,
8/27/2020 5:55:21 AM,1747.9,Valid,,,,
8/27/2020 5:55:25 AM,1758.1,Valid,,,,
8/27/2020 5:55:28 AM,1768,Valid,,,,
8/27/2020 5:55:31 AM,1778,Valid,,,,
8/27/2020 5:55:34 AM,1788,Valid,,,,
8/27/2020 5:55:37 AM,1798,Valid,,,,
8/27/2020 5:55:40 AM,1808.1,Valid,,,,
8/27/2020 5:55:43 AM,1817.9,Valid,,,,
8/27/2020 5:55:46 AM,1828.3,Valid,,,,
8/27/2020 5:55:49 AM,1837.7,Valid,,,,
8/27/2020 5:55:52 AM,1848.1,Valid,,,,
8/27/2020 5:55:55 AM,1858,Valid,,,,
8/27/2020 5:55:58 AM,1868.2,Valid,,,,
8/27/2020 5:56:01 AM,1878.1,Valid,,,,
8/27/2020 5:56:03 AM,1887.7,Valid,,,,
8/27/2020 5:56:06 AM,1898,Valid,,,,
8/27/2020 5:56:09 AM,1907.8,Valid,,,,
8/27/2020 5:56:12 AM,1918.1,Valid,,,,
8/27/2020 5:56:14 AM,1928.1,Valid,,,,
8/27/2020 5:56:17 AM,1938,Valid,,,,
8/27/2020 5:56:19 AM,1947.9,Valid,,,,
8/27/2020 5:56:22 AM,1957.9,Valid,,,,
8/27/2020 5:56:24 AM,1968.3,Valid,,,,
8/27/2020 5:56:26 AM,1978.2,Valid,,,,
8/27/2020 5:56:29 AM,1987.6,Valid,,,,
8/27/2020 5:56:31 AM,1997.8,Valid,,,,
8/27/2020 5:56:33 AM,2007.4,Valid,,,,
8/27/2020 5:56:35 AM,2018,Valid,,,,
8/27/2020 5:56:38 AM,2027.9,Valid,,,,
8/27/2020 5:56:40 AM,2038.1,Valid,,,,
8/27/2020 5:56:42 AM,2048.1,Valid,,,,
8/27/2020 5:56:44 AM,2057.6,Valid,,,,
8/27/2020 5:56:46 AM,2068.1,Valid,,,,
8/27/2020 5:56:48 AM,2078,Valid,,,,
8/27/2020 5:56:51 AM,2088.3,Valid,,,,
8/27/2020 5:56:52 AM,2097.8,Valid,,,,
8/27/2020 5:56:55 AM,2108,Valid,,,,
8/27/2020 5:56:57 AM,2118.2,Valid,,,,
8/27/2020 5:56:58 AM,2127.8,Valid,,,,
8/27/2020 5:57:00 AM,2138.1,Valid,,,,
8/27/2020 5:57:02 AM,2148,Valid,,,,
8/27/2020 5:57:04 AM,2158,Valid,,,,
8/27/2020 5:57:06 AM,2168,Valid,,,,
8/27/2020 5:57:08 AM,2178.2,Valid,,,,
8/27/2020 5:57:10 AM,2187.7,Valid,,,,
8/27/2020 5:57:12 AM,2197.9,Valid,,,,
8/27/2020 5:57:13 AM,2208,Valid,,,,
8/27/2020 5:57:15 AM,2218.1,Valid,,,,
8/27/2020 5:57:17 AM,2227.8,Valid,,,,
8/27/2020 5:57:19 AM,2238,Valid,,,,
8/27/2020 5:57:20 AM,2248.4,Valid,,,,
8/27/2020 5:57:22 AM,2257.7,Valid,,,,
8/27/2020 5:57:24 AM,2267.9,Valid,,,,
8/27/2020 5:57:26 AM,2278.2,Valid,,,,
8/27/2020 5:57:27 AM,2288.1,Valid,,,,
8/27/2020 5:57:29 AM,2297.9,Valid,,,,
8/27/2020 5:57:31 AM,2307.8,Valid,,,,
8/27/2020 5:57:32 AM,2317.9,Valid,,,,
8/27/2020 5:57:34 AM,2328.5,Valid,,,,
8/27/2020 5:57:36 AM,2337.9,Valid,,,,
8/27/2020 5:57:37 AM,2347.9,Valid,,,,
8/27/2020 5:57:39 AM,2358.1,Valid,,,,
8/27/2020 5:57:40 AM,2368.1,Valid,,,,
8/27/2020 5:57:41 AM,2377.9,Valid,,,,
8/27/2020 5:57:43 AM,2387.9,Valid,,,,
8/27/2020 5:57:45 AM,2397.7,Valid,,,,
8/27/2020 5:57:47 AM,2408.3,Valid,,,,
8/27/2020 5:57:48 AM,2417.7,Valid,,,,
8/27/2020 5:57:50 AM,2428.3,Valid,,,,
8/27/2020 5:57:52 AM,2438.4,Valid,,,,
8/27/2020 5:57:53 AM,2448.4,Valid,,,,
8/27/2020 5:57:55 AM,2457.8,Valid,,,,
8/27/2020 5:57:57 AM,2468.5,Valid,,,,
8/27/2020 5:57:59 AM,2477.7,Valid,,,,
8/27/2020 5:58:00 AM,2487.8,Valid,,,,
8/27/2020 5:58:02 AM,2498,Valid,,,,
8/27/2020 5:58:04 AM,2507.2,Valid,,,,
8/27/2020 5:58:06 AM,2518,Valid,,,,
8/27/2020 5:58:07 AM,2528.1,Valid,,,,
8/27/2020 5:58:09 AM,2538.1,Valid,,,,
8/27/2020 5:58:11 AM,2548.1,Valid,,,,
8/27/2020 5:58:13 AM,2558.1,Valid,,,,
8/27/2020 5:58:15 AM,2567.9,Valid,,,,
8/27/2020 5:58:16 AM,2578.5,Valid,,,,
8/27/2020 5:58:18 AM,2588,Valid,,,,
8/27/2020 5:58:20 AM,2598,Valid,,,,
8/27/2020 5:58:22 AM,2608.4,Valid,,,,
8/27/2020 5:58:23 AM,2618.3,Valid,,,,
8/27/2020 5:58:25 AM,2628.3,Valid,,,,
8/27/2020 5:58:27 AM,2637.8,Valid,,,,
8/27/2020 5:58:29 AM,2648.2,Valid,,,,
8/27/2020 5:58:31 AM,2657.9,Valid,,,,
8/27/2020 5:58:33 AM,2667.6,Valid,,,,
8/27/2020 5:58:35 AM,2677.7,Valid,,,,
8/27/2020 5:58:37 AM,2687.9,Valid,,,,
8/27/2020 5:58:39 AM,2697.8,Valid,,,,
8/27/2020 5:58:41 AM,2707.7,Valid,,,,
8/27/2020 5:58:43 AM,2717.9,Valid,,,,
8/27/2020 5:58:44 AM,2728.1,Valid,,,,
8/27/2020 5:58:46 AM,2738.2,Valid,,,,
8/27/2020 5:58:48 AM,2748.1,Valid,,,,
8/27/2020 5:58:49 AM,2758.1,Valid,,,,
8/27/2020 5:58:51 AM,2767.4,Valid,,,,
8/27/2020 5:58:53 AM,2778.2,Valid,,,,
8/27/2020 5:58:54 AM,2787.7,Valid,,,,
8/27/2020 5:58:56 AM,2797.5,Valid,,,,
8/27/2020 5:58:57 AM,2807.5,Valid,,,,
8/27/2020 5:58:59 AM,2818.3,Valid,,,,
8/27/2020 5:59:01 AM,2828.2,Valid,,,,
8/27/2020 5:59:02 AM,2837.6,Valid,,,,
8/27/2020 5:59:04 AM,2847.5,Valid,,,,
8/27/2020 5:59:06 AM,2857.5,Valid,,,,
8/27/2020 5:59:08 AM,2867.8,Valid,,,,
8/27/2020 5:59:09 AM,2878.1,Valid,,,,
8/27/2020 5:59:11 AM,2887.7,Valid,,,,
8/27/2020 5:59:13 AM,2897.2,Valid,,,,
8/27/2020 5:59:15 AM,2908.1,Valid,,,,
8/27/2020 5:59:17 AM,2918,Valid,,,,
8/27/2020 5:59:19 AM,2928.1,Valid,,,,
8/27/2020 5:59:21 AM,2938.2,Valid,,,,
8/27/2020 5:59:24 AM,2947.8,Valid,,,,
8/27/2020 5:59:27 AM,2957.9,Valid,,,,
8/27/2020 5:59:29 AM,2968,Valid,,,,
8/27/2020 5:59:32 AM,2977.9,Valid,,,,
8/27/2020 5:59:36 AM,2988.1,Valid,,,,
8/27/2020 5:59:39 AM,2998,Valid,,,,
8/27/2020 5:59:55 AM,3005.7,Valid,,,,

﻿Machine Name,Unidad_1
Point Name,77RP-11
Comp,
Y-Axis Unit,rpm 
Speed Unit,rpm
Variable,Speed
X-Axis Value,Y-Axis Value,Y-Axis Status,Phase,Phase Status,Speed,Speed Status
8/28/2020 5:33:05 AM,103.5,Valid,,,,
8/28/2020 5:33:05 AM,103.5,Valid,,,,
8/28/2020 5:33:06 AM,113.5,Valid,,,,
8/28/2020 5:33:08 AM,127.3,Valid,,,,
8/28/2020 5:33:09 AM,135.8,Valid,,,,
8/28/2020 5:33:10 AM,147.7,Valid,,,,
8/28/2020 5:33:11 AM,155,Valid,,,,
8/28/2020 5:33:12 AM,165.4,Valid,,,,
8/28/2020 5:33:13 AM,175.2,Valid,,,,
8/28/2020 5:33:14 AM,187.3,Valid,,,,
8/28/2020 5:33:15 AM,195.9,Valid,,,,
8/28/2020 5:33:16 AM,206.8,Valid,,,,
8/28/2020 5:33:17 AM,217.1,Valid,,,,
8/28/2020 5:33:18 AM,226.8,Valid,,,,
8/28/2020 5:33:19 AM,236.2,Valid,,,,
8/28/2020 5:33:21 AM,247.3,Valid,,,,
8/28/2020 5:33:22 AM,257.9,Valid,,,,
8/28/2020 5:33:23 AM,266.1,Valid,,,,
8/28/2020 5:33:24 AM,277.8,Valid,,,,
8/28/2020 5:33:25 AM,287.2,Valid,,,,
8/28/2020 5:33:26 AM,298,Valid,,,,
8/28/2020 5:33:27 AM,306.7,Valid,,,,
8/28/2020 5:33:29 AM,316.8,Valid,,,,
8/28/2020 5:33:30 AM,326.5,Valid,,,,
8/28/2020 5:33:31 AM,337.5,Valid,,,,
8/28/2020 5:33:32 AM,348,Valid,,,,
8/28/2020 5:33:33 AM,356.8,Valid,,,,
8/28/2020 5:33:34 AM,366.7,Valid,,,,
8/28/2020 5:33:36 AM,377.7,Valid,,,,
8/28/2020 5:33:37 AM,386.9,Valid,,,,
8/28/2020 5:33:38 AM,397.2,Valid,,,,
8/28/2020 5:33:39 AM,407.2,Valid,,,,
8/28/2020 5:33:39 AM,408.5,Valid,,,,
8/28/2020 5:33:39 AM,409.7,Valid,,,,
8/28/2020 5:33:40 AM,410.9,Valid,,,,
8/28/2020 5:33:40 AM,412.1,Valid,,,,
8/28/2020 5:33:40 AM,413.3,Valid,,,,
8/28/2020 5:33:40 AM,414.5,Valid,,,,
8/28/2020 5:33:40 AM,415.7,Valid,,,,
8/28/2020 5:33:40 AM,416.9,Valid,,,,
8/28/2020 5:33:40 AM,418.1,Valid,,,,
8/28/2020 5:33:41 AM,419.3,Valid,,,,
8/28/2020 5:33:41 AM,420.5,Valid,,,,
8/28/2020 5:33:41 AM,421.7,Valid,,,,
8/28/2020 5:33:41 AM,422.8,Valid,,,,
8/28/2020 5:33:41 AM,424,Valid,,,,
8/28/2020 5:33:41 AM,425.2,Valid,,,,
8/28/2020 5:33:41 AM,426.4,Valid,,,,
8/28/2020 5:33:42 AM,427.5,Valid,,,,
8/28/2020 5:33:42 AM,428.7,Valid,,,,
8/28/2020 5:33:42 AM,429.8,Valid,,,,
8/28/2020 5:33:42 AM,431,Valid,,,,
8/28/2020 5:33:42 AM,432.1,Valid,,,,
8/28/2020 5:33:42 AM,433.3,Valid,,,,
8/28/2020 5:33:42 AM,434.4,Valid,,,,
8/28/2020 5:33:43 AM,435.5,Valid,,,,
8/28/2020 5:33:43 AM,436.7,Valid,,,,
8/28/2020 5:33:43 AM,437.8,Valid,,,,
8/28/2020 5:33:43 AM,438.9,Valid,,,,
8/28/2020 5:33:43 AM,440,Valid,,,,
8/28/2020 5:33:43 AM,441.2,Valid,,,,
8/28/2020 5:33:43 AM,442.3,Valid,,,,
8/28/2020 5:33:43 AM,443.4,Valid,,,,
8/28/2020 5:33:44 AM,444.5,Valid,,,,
8/28/2020 5:33:44 AM,445.6,Valid,,,,
8/28/2020 5:33:44 AM,446.7,Valid,,,,
8/28/2020 5:33:44 AM,447.8,Valid,,,,
8/28/2020 5:33:44 AM,448.9,Valid,,,,
8/28/2020 5:33:44 AM,450,Valid,,,,
8/28/2020 5:33:44 AM,451.1,Valid,,,,
8/28/2020 5:33:45 AM,452.1,Valid,,,,
8/28/2020 5:33:45 AM,453.2,Valid,,,,
8/28/2020 5:33:45 AM,454.3,Valid,,,,
8/28/2020 5:33:45 AM,455.4,Valid,,,,
8/28/2020 5:33:45 AM,456.4,Valid,,,,
8/28/2020 5:33:45 AM,457.5,Valid,,,,
8/28/2020 5:33:45 AM,458.6,Valid,,,,
8/28/2020 5:33:45 AM,459.6,Valid,,,,
8/28/2020 5:33:46 AM,460.7,Valid,,,,
8/28/2020 5:33:46 AM,461.7,Valid,,,,
8/28/2020 5:33:46 AM,462.8,Valid,,,,
8/28/2020 5:33:46 AM,463.8,Valid,,,,
8/28/2020 5:33:46 AM,464.9,Valid,,,,
8/28/2020 5:33:46 AM,465.9,Valid,,,,
8/28/2020 5:33:46 AM,467,Valid,,,,
8/28/2020 5:33:46 AM,468,Valid,,,,
8/28/2020 5:33:47 AM,469,Valid,,,,
8/28/2020 5:33:47 AM,470.1,Valid,,,,
8/28/2020 5:33:47 AM,471.1,Valid,,,,
8/28/2020 5:33:47 AM,472.1,Valid,,,,
8/28/2020 5:33:47 AM,473.1,Valid,,,,
8/28/2020 5:33:47 AM,474.1,Valid,,,,
8/28/2020 5:33:47 AM,475.2,Valid,,,,
8/28/2020 5:33:48 AM,476.2,Valid,,,,
8/28/2020 5:33:48 AM,477.2,Valid,,,,
8/28/2020 5:33:48 AM,478.2,Valid,,,,
8/28/2020 5:33:48 AM,479.2,Valid,,,,
8/28/2020 5:33:48 AM,480.2,Valid,,,,
8/28/2020 5:33:48 AM,481.2,Valid,,,,
8/28/2020 5:33:48 AM,482.2,Valid,,,,
8/28/2020 5:33:48 AM,483.2,Valid,,,,
8/28/2020 5:33:49 AM,484.2,Valid,,,,
8/28/2020 5:33:49 AM,485.2,Valid,,,,
8/28/2020 5:33:49 AM,486.1,Valid,,,,
8/28/2020 5:33:49 AM,487.1,Valid,,,,
8/28/2020 5:33:49 AM,488.1,Valid,,,,
8/28/2020 5:33:49 AM,490,Valid,,,,
8/28/2020 5:33:49 AM,491,Valid,,,,
8/28/2020 5:33:50 AM,492,Valid,,,,
8/28/2020 5:33:50 AM,492.9,Valid,,,,
8/28/2020 5:33:50 AM,493.9,Valid,,,,
8/28/2020 5:33:50 AM,494.9,Valid,,,,
8/28/2020 5:33:50 AM,495.8,Valid,,,,
8/28/2020 5:33:50 AM,496.8,Valid,,,,
8/28/2020 5:33:50 AM,497.7,Valid,,,,
8/28/2020 5:33:50 AM,498.7,Valid,,,,
8/28/2020 5:33:51 AM,500.6,Valid,,,,
8/28/2020 5:33:51 AM,501.5,Valid,,,,
8/28/2020 5:33:51 AM,502.5,Valid,,,,
8/28/2020 5:33:51 AM,503.4,Valid,,,,
8/28/2020 5:33:51 AM,504.3,Valid,,,,
8/28/2020 5:33:51 AM,505.3,Valid,,,,
8/28/2020 5:33:51 AM,506.2,Valid,,,,
8/28/2020 5:33:51 AM,507.1,Valid,,,,
8/28/2020 5:33:52 AM,508,Valid,,,,
8/28/2020 5:33:52 AM,509,Valid,,,,
8/28/2020 5:33:52 AM,509.9,Valid,,,,
8/28/2020 5:33:52 AM,510.8,Valid,,,,
8/28/2020 5:33:52 AM,511.7,Valid,,,,
8/28/2020 5:33:52 AM,513.6,Valid,,,,
8/28/2020 5:33:52 AM,514.5,Valid,,,,
8/28/2020 5:33:53 AM,516.3,Valid,,,,
